row,final_classification,tier,signal,signal_count,g300_id,g300_name,g300_website,g300_created,g300_child_offices,g300_contacts,g300_opportunities,candidate_id,candidate_name,candidate_website,candidate_created,candidate_created_by,candidate_is_older,candidate_child_offices,candidate_contacts,candidate_opportunities,classifier_call,classifier_confidence,classifier_rationale,skeptic_agrees,skeptic_call,skeptic_rationale
211,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,0016g00001ANx1dAAD,CMS Services,www.cmsservices.link,2021-01-20T19:35:36.000+0000,Kamyar Jannati,N,1,1,1,unrelated,high,"The website is www.cmsservices.link, not cms.law. The only office is in Chicago, IL, and the only contact (Irwin Bernstein, Partner) uses @cmsservices.link. From general knowledge, CMS Legal is a European law-firm network, so this Chicago business only shares the 'CMS' acronym.",Y,unrelated,"Checked live. The firm and its office are both 'CMS Services', www.cmsservices.link, in Chicago, IL. The only contact is Irwin Bernstein (Partner, @cmsservices.link), and SOSL finds no other use of that domain. From general knowledge, CMS Legal is a European-led network with no Chicago office, so the account is a different organisation. One caveat: its only opp, 'GIR Americas - Specialist - CMS - Gabriel' (Rebekah Hunter, Closed Lost 2022-12-14), was almost certainly attached here by mistake. Rebekah Hunter also has 'GIR INSIGHT/ Americas - CMS- Gabriel' (closed 2022-12-12) on CMS Cameron McKenna Nabarro Olswang (Bucharest), which sits under CMS Legal, and that office has contact Gabriel Sidere. That opp should move to the CMS Legal hierarchy, but the account itself is not a duplicate."
212,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,0016g00001ANx1eAAD,CMS Technologies,www.cmstech.com,2021-01-20T19:35:36.000+0000,Kamyar Jannati,N,1,1,0,unrelated,high,"The website is www.cmstech.com and the office is in Farmington Hills, Michigan. The contact is its CEO/President (@cmstech.com), so this is a technology company that only shares the 'CMS' acronym with CMS Legal.",Y,unrelated,"Checked live. The Firm and its office are CMS Technologies, www.cmstech.com, in Farmington Hills, MI. The only contact is John Austermann, CEO and President (@cmstech.com), and there are no opps. This is a tech company that only shares the 'CMS' acronym with CMS Legal."
213,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Px00000VxeY5IAJ,Cms Advertising,,2025-11-13T16:06:24.000+0000,Kieran Hansen,N,1,3,0,unrelated,high,"All 3 contacts use @cmsadvertising.co.uk emails, so this is a UK advertising business. Nothing links it to CMS Legal beyond the acronym.",Y,unrelated,"Checked live. This is a blank-website Firm from the 2025-11-13 batch whose ALM_Account_ID is 001360000117YyyAAE. All 3 contacts (Pat Gallagher, Jake Stevens, Helen Taylor) use @cmsadvertising.co.uk, and there are no opps. It is a UK advertising business with no link to the CMS legal network."
214,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Px00000VyFbkIAF,Cms Cos,,2025-11-13T16:12:34.000+0000,Kieran Hansen,N,1,1,0,unrelated,high,"The office is in Wynnewood, Pennsylvania and the contact uses @cmsco.com. This is a separate US company that only shares the 'CMS' acronym with CMS Legal.",Y,unrelated,"Checked live. The office is in Wynnewood, PA and the only contact is Senta Fean (@cmsco.com). There are no opps and no legal-industry signals. This is a separate US company (cmsco.com) that only shares the acronym."
215,unrelated,2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,0014L00000k4q5IQAQ,Cms Motors Limited,www.cms-carsales-ltd.co.uk,2023-05-23T17:09:29.000+0000,Kieran Hansen,N,1,0,0,unrelated,high,"Industry is 'Automobiles, Auto Parts and Retailers', the website is www.cms-carsales-ltd.co.uk and the office is in Kidderminster, UK. This is a car dealer, not the CMS law-firm network.",Y,unrelated,"Checked live. Industry is 'Automobiles, Auto Parts and Retailers', the website is www.cms-carsales-ltd.co.uk and the office is in Kidderminster, UK. There are no contacts or opps. This is a car dealer, not CMS Legal."
216,unrelated,2,name_short_form,1,001Px00000Vvo8DIAR,Clark Hill PLC,www.clarkhill.com,2021-01-20T19:35:08.000+0000,34,925,215,001Px00000VvuDKIAZ,Clark,,2025-11-13T10:19:21.000+0000,Kieran Hansen,N,3,5,0,unrelated,medium,"This is a catch-all 'Clark' record from the 2025-11-13 batch. Its offices are in Monroeville PA, North Charleston SC and Worcester MA, and its contacts are a graduate student, a clarku.edu address (Clark University), a clark-associates.com partner and gmail users. None are Clark Hill; the record is junk, not a Clark Hill duplicate.",Y,unrelated,"I confirmed this. The candidate 'Clark' (2025-11-13 batch) has a blank Website and no Industry. Its 3 Offices are in Monroeville PA, North Charleston SC and Worcester MA. Its 5 contacts are unrelated to Clark Hill: a graduate student (gmail), @clarku.edu (Clark University in Worcester), @clark-associates.com (PARTNER), @rocketmail.com, and an 'Associate' on gmail. It has no opportunities. Nothing ties it to Clark Hill; it is a junk catch-all record that should be cleaned up separately, not merged into Clark Hill."
217,unrelated,2,name_short_form,1,001Px00000Vvo8DIAR,Clark Hill PLC,www.clarkhill.com,2021-01-20T19:35:08.000+0000,34,925,215,001Px00000hKSPpIAO,Clark,www.clark.io,2026-07-20T14:13:11.000+0000,Kieran Hansen,N,1,0,0,unrelated,high,"Its website is www.clark.io, its Industry is 'Insurance Life & Health' and its only Office is in Bristol, UK, with no contacts. It is a different company that only shares the word 'Clark'.",Y,unrelated,"I confirmed this. The Website is www.clark.io and the Industry is 'Insurance Life & Health'. Its single Office is in Bristol, United Kingdom, and it has no contacts or opportunities. It is a non-law insurance company that only shares the word 'Clark' (general knowledge: Clark is a digital insurance broker). It is not Clark Hill."
218,unrelated,2,name_short_form,1,001Px00000Vvo8DIAR,Clark Hill PLC,www.clarkhill.com,2021-01-20T19:35:08.000+0000,34,925,215,001Px00000j5O4FIAU,Clark,,2026-08-20T18:15:37.000+0000,Kieran Hansen,N,1,1,2,unrelated,medium,"Its only Office is in Tyler, TX. The single contact is Charles H. Clark (@charlesclarklaw.com), and the opportunities are 'CLARK TXINS20B'. This points to a separate Texas practice (Charles Clark Law), not Clark Hill.",Y,unrelated,"I confirmed this. The candidate 'Clark' (2026-08-20 batch) has one Office in Tyler, TX. Its single contact is Charles H. Clark, @charlesclarklaw.com. Its 2 opportunities are named 'CLARK TXINS20B' in the same '<customer name> <product code>' pattern as other imported renewals, so the customer was Charles Clark's own practice. Clark Hill has no Tyler presence in this data. It is a different Texas practice."
219,predecessor_or_legacy,2,name_extends,1,001Px00000Vvo8DIAR,Clark Hill PLC,www.clarkhill.com,2021-01-20T19:35:08.000+0000,34,925,215,001Px00000j5KXYIA2,Clark Hill Strasburger,,2026-08-20T18:15:42.000+0000,Kieran Hansen,N,2,2,3,predecessor_or_legacy,high,From general knowledge: Clark Hill combined with Strasburger & Price in 2018 and traded as 'Clark Hill Strasburger' until it went back to Clark Hill. The record's Houston and Dallas offices and its @clarkhillstrasburger.com contacts match that former name.,Y,predecessor_or_legacy,"I confirmed this. The candidate 'Clark Hill Strasburger' (2026-08-20 batch) has Houston and Dallas offices, contacts kathy.hamshare@ and @clarkhillstrasburger.com, and opportunities from 2019 ('CLARK HILL STRASBURGER TXDIS19B/VSCOM'). The same Kathy Hamshare also exists under the G300 Clark Hill Houston office as @clarkhill.com, and Donna Bostic also appears under a 'Strasburger & Price' record. From general knowledge: Clark Hill combined with Strasburger & Price in 2018 and traded as Clark Hill Strasburger before dropping the name. This record is a former name of the G300 firm. Note that another 'Clark Hill Strasburger' record (001Px00000VvnwpIAB, Dallas) also exists."
220,unrelated,2,name_short_form,1,0016g00001ANwoPAAT,Clayton Utz,www.claytonutz.com,2021-01-20T19:35:13.000+0000,9,1195,671,0016g00001ANwo3AAD,Clayton,,2021-01-20T19:35:13.000+0000,Kamyar Jannati,N,1,1,0,unrelated,high,"The child office is in Denver, CO, and the only contact is a 'Vice President of Regulatory Compliance' at clayton.com (Clayton Homes, a US company, from general knowledge). Clayton Utz is an Australian firm on claytonutz.com, so this record only shares the word 'Clayton'.",Y,unrelated,"Confirmed. There is no website, the office is in Denver, CO, and the only contact is Scott McNulla, 'Vice President of Regulatory Compliance', at clayton.com (Clayton Homes, from general knowledge). Clayton Utz is an Australian firm on claytonutz.com; the records only share the word 'Clayton'."
221,unrelated,2,name_short_form,1,0016g00001ANwoPAAT,Clayton Utz,www.claytonutz.com,2021-01-20T19:35:13.000+0000,9,1195,671,001Px00000VvsZ8IAJ,Clayton,,2025-11-13T10:21:33.000+0000,Kieran Hansen,N,2,3,0,unrelated,high,"The child offices are in Shelton, CT and Ft Lauderdale, FL, and the contacts include in-house corporate counsel at clayton.com and an environmental contact at claytongrp.com. These are US corporate entities, not the Australian law firm Clayton Utz (claytonutz.com).",Y,unrelated,"Confirmed. The offices are in Shelton, CT and Ft Lauderdale, FL. Contacts are Robert Harris, in-house corporate counsel at clayton.com; Jack Cochran, 'Environmental', with an @claytongrp.com address; and Richard Aspray, with no email. These are US corporate entities with no link to the Australian firm Clayton Utz (claytonutz.com)."
222,affiliate_or_office,2,name_extends,1,0016g00001ANrupAAD,Clyde & Co LLP,www.clydeco.com,2021-01-20T19:25:53.000+0000,77,3458,1393,001Px00000j5Ic6IAE,Clyde & Co Canada LLP,,2026-08-20T18:19:11.000+0000,Kieran Hansen,N,1,1,15,affiliate_or_office,high,"This is Clyde & Co's Canadian LLP entity, with a Montreal office, recorded as a separate Firm from the 2026-08-20 batch. It is a country entity of the same brand, not a plain duplicate.",Y,affiliate_or_office,"I confirmed this. The candidate 'Clyde & Co Canada LLP' (2026-08-20 batch) has a blank Website and one Office in Montreal, QC. It has one contact (Frederic Page, no email) and 15 opportunities named 'CLYDE & CO CANADA LLP 659R37/40/42' (2019-2022). This is the Canadian LLP entity of the Clyde & Co brand, a separately constituted country firm. It is the exact example given for affiliate_or_office, not a plain duplicate."
223,unrelated,2,name_extends,1,001Px00000Vvg80IAB,Cooley LLP,www.cooley.com,2021-01-20T19:37:27.000+0000,29,2432,874,001Px00000jWeK7IAK,Cooley & Handy,,2026-08-28T14:26:48.000+0000,Kieran Hansen,N,1,1,3,unrelated,high,"One office in Doylestown, Pennsylvania, with a single placeholder contact ('Multipub Contact'). Cooley LLP has no Pennsylvania office in the CRM, and from general knowledge of the firm's history it never traded as 'Cooley & Handy'. This is a separate two-name local firm.",Y,unrelated,"Confirmed: one Doylestown, PA office with only a 'Multipub Contact' placeholder. Its 3 opps are 'COOLEY & HANDY PBUCK19B/20/21', small Bucks County publication renewals (Doylestown is the county seat). Cooley LLP has no Pennsylvania office in the CRM, and from general knowledge its predecessors were Cooley Godward (Kronish), never 'Cooley & Handy'. This is a different local firm."
224,unrelated,2,name_extends,1,001Px00000Vvg80IAB,Cooley LLP,www.cooley.com,2021-01-20T19:37:27.000+0000,29,2432,874,0016g00001AOgWlAAL,Cooley Law School,www.cooley.edu,2021-01-20T21:04:43.000+0000,Kamyar Jannati,N,4,7,149,unrelated,high,"Website www.cooley.edu, Industry = Education, campuses in Lansing, Rochester (MI), Tampa and Lakeland (FL). This is the WMU-Cooley law school, a different organisation from Cooley LLP that only shares the name.",Y,unrelated,"Confirmed: Industry = Education, website www.cooley.edu, and offices in Lansing, Rochester (MI), Tampa and Lakeland. All contacts are @cooley.edu professors or the 'Thomas M. Cooley Law Library'. This is the WMU-Cooley law school, a different organisation (it is the task's own example of 'unrelated')."
225,unrelated,2,name_extends,1,001Px00000Vvg80IAB,Cooley LLP,www.cooley.com,2021-01-20T19:37:27.000+0000,29,2432,874,0016g00001ANxwcAAD,Cooley Manion Jones LLP,www.cooleymanionjones.com,2021-01-20T19:37:27.000+0000,Kamyar Jannati,N,1,4,0,unrelated,high,"Its own website (cooleymanionjones.com), a Boston office, and contacts with @cmjlaw.com emails. This is a separate Boston firm that only shares the 'Cooley' name fragment.",Y,unrelated,"Confirmed: it has its own website (cooleymanionjones.com), a single Boston office and four @cmjlaw.com contacts. It is a separate Boston firm that only shares the 'Cooley' fragment."
226,unrelated,2,name_extends,1,001Px00000Vvg80IAB,Cooley LLP,www.cooley.com,2021-01-20T19:37:27.000+0000,29,2432,874,0016g00001ANxwfAAD,Cooley Shrair PC,www.cooleyshrair.com,2021-01-20T19:37:27.000+0000,Kamyar Jannati,N,1,4,0,unrelated,high,"Its own website (cooleyshrair.com), a Springfield, MA office, and partner/associate contacts with @cooleyshrair.com emails. This is a separate Massachusetts firm that only shares the 'Cooley' name fragment.",Y,unrelated,"Confirmed: it has its own website (cooleyshrair.com), a single Springfield, MA office and four @cooleyshrair.com contacts (partner, associate, tax attorney). It is a separate Massachusetts firm."
227,person_or_misfiled,2,name_extends,1,001Px00000Vvg80IAB,Cooley LLP,www.cooley.com,2021-01-20T19:37:27.000+0000,29,2432,874,001Px00000VxLwtIAF,"Cooley, Nancy",,2025-11-13T14:17:48.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"The name is in 'Surname, Forename' form. It is an individual (its only contact is Nancy Cooley, no title or email) with an Atlanta office, created in the 2025-11-13 Kieran Hansen batch. It is a person stored as a Firm with no link to Cooley LLP beyond the surname.",Y,person_or_misfiled,"Confirmed: the name is 'Cooley, Nancy' in Surname, Forename form, created 2025-11-13 by Kieran Hansen. It has one Atlanta office and one contact, Nancy Cooley, with no email or title. Other records from that batch follow the same pattern (e.g. 'Handy , Ross'). It is an individual stored as a Firm, not a Cooley LLP record."
228,affiliate_or_office,2,name_extends,1,001Px00000VvVJ5IAN,DLA Piper,www.dlapiper.com,2021-01-20T19:42:32.000+0000,135,9185,3428,001Px00000heU4HIAU,DLA Piper Afric,,2026-07-25T18:13:27.000+0000,Kieran Hansen,N,1,7,0,affiliate_or_office,high,"The name is a truncated 'DLA Piper Africa'. Its office is in Maputo, Mozambique, and its contacts (Managing Partner, Partner, etc.) use @salc.dlapiperafrica.com emails. That is SAL & Caldeira Advogados, the Mozambique member firm of the DLA Piper Africa network (general knowledge), a legally separate affiliate. The G300 record has no Mozambique office.",Y,affiliate_or_office,"Confirmed: office in Maputo, Mozambique. All 7 contacts use @salc.dlapiperafrica.com, including the Managing Partner and a Partner. The CRM also holds separate SAL & Caldeira Firm records ('SAL & Caldeira Advogados Lda', 'Sal & Caldeira'). From general knowledge, SAL & Caldeira is DLA Piper Africa's Mozambique member firm, a legally separate affiliate. The G300 has no Mozambique office."
229,affiliate_or_office,2,name_extends,1,001Px00000VvVJ5IAN,DLA Piper,www.dlapiper.com,2021-01-20T19:42:32.000+0000,135,9185,3428,001Px00000heavNIAQ,"DLA Piper Africa, Kenya (IKM Advocates)",,2026-07-25T18:10:55.000+0000,Kieran Hansen,N,2,5,0,affiliate_or_office,high,"This is the Kenyan DLA Piper Africa member firm (IKM Advocates). Its Nairobi office's contacts use @ikm.dlapiperafrica.com, including the Chair of DLA Piper Africa. The G300 record already carries IKM as an office ('Iseme, Kamau & Maema Advocates', Nairobi). The candidate also has a mislabelled 'DLA Piper' Johannesburg child office.",Y,affiliate_or_office,"Confirmed: its Nairobi office's contacts are @ikm.dlapiperafrica.com, including James Kamau, 'Chair, DLA Piper Africa'. IKM (Iseme, Kamau & Maema) also exists as separate Firm records with website ikm.co.ke, plus 'Iseme, Kamau & Maema Advocates' offices under the G300. It is a legally separate DLA Piper Africa member firm, and the name matches the task's own affiliate example. Its Johannesburg child office 'DLA Piper' is mislabelled: its contact Liza Odendaal has an IKM email."
230,duplicate,2,name_extends,1,001Px00000VvVJ5IAN,DLA Piper,www.dlapiper.com,2021-01-20T19:42:32.000+0000,135,9185,3428,001Px00000j5O4bIAE,Dla Piper Us LLP,,2026-08-20T18:15:37.000+0000,Kieran Hansen,N,1,0,0,duplicate,high,"Created in the 2026-08-20 batch with a blank website, one Baltimore office and no contacts. The G300 DLA Piper record's own Baltimore (and Atlanta) offices are named 'DLA Piper LLP (US)', so the CRM already treats the US LLP as the G300 firm. This is a redundant Firm record, and it also duplicates 001Px00000jAKosIAG.",Y,duplicate,"Confirmed: 'Dla Piper Us LLP', 2026-08-20 batch, blank website, one Baltimore office, no contacts. The G300's Baltimore office 0016g00001EYIHNAA5 and most of its US offices are named 'DLA Piper LLP (US)', so the CRM models the US LLP as part of the G300 firm, not as a separate affiliate. It is a redundant Firm record and also duplicates 001Px00000jAKosIAG."
